line	trial	heading date
'2AB07-X030091-34'	CAPWUE_2012_LowN-Irr_Aberdeen	170.999999999999
'2AB07-X030091-34'	CAPWUE_2013_NormN-Irr_Aberdeen	166
'2AB07-X030091-34'	CAPWUE_2013_LowN-Irr_Aberdeen	163
'2AB07-X030091-3'	CAP-2_2008_Aberdeen	71
'2AB07-X04M283-11'	CAP-2_2008_Aberdeen	74
'2AB07-X04M283-41'	CAP-2_2008_Aberdeen	75
'2AB07-X04M281-32'	CAP-2_2008_Aberdeen	73
'2AB07-X04M281-8'	CAP-2_2008_Aberdeen	74
'2AB07-X031083-28'	CAP-2_2008_Aberdeen	70
'2AB07-X031083-19'	CAP-2_2008_Aberdeen	71
'2AB07-X04M203-7'	CAP-2_2008_Aberdeen	73
'2AB07-X04M203-7'	CAPWUE_2012_NormN-Irr_Aberdeen	171
'2AB07-X04M203-7'	CAPWUE_2012_LowN-Irr_Aberdeen	170.999999999999
'2AB07-X04M203-7'	CAPWUE_2013_NormN-Irr_Aberdeen	168
'2AB07-X04M203-7'	CAPWUE_2013_LowN-Irr_Aberdeen	167
'2AB07-X030154-37'	CAP-2_2008_Aberdeen	72
'2AB07-X031098-38'	CAP-2_2008_Aberdeen	71
'2AB07-X031098-31'	CAP-2_2008_Aberdeen	72
'2AB07-X031098-31'	CAPWUE_2012_NormN-Irr_Aberdeen	171.5
'2AB07-X031098-31'	CAPWUE_2012_LowN-Irr_Aberdeen	170.999999999999
'2AB07-X031098-31'	CAPWUE_2013_NormN-Irr_Aberdeen	168.5
'2AB07-X031098-31'	CAPWUE_2013_LowN-Irr_Aberdeen	167
'2AB07-X02001-21'	CAP-2_2008_Aberdeen	72
'2AB07-X02001-2'	CAP-2_2008_Aberdeen	72
'2AB07-X031088-33'	CAP-2_2008_Aberdeen	71
'2AB07-X02005-45'	CAP-2_2008_Aberdeen	72
'2AB07-X02005-45'	CAPWUE_2012_NormN-Irr_Aberdeen	170.5
'2AB07-X02005-45'	CAPWUE_2012_LowN-Irr_Aberdeen	168.999999999999
'2AB07-X02005-45'	CAPWUE_2013_NormN-Irr_Aberdeen	165.5
'2AB07-X02005-45'	CAPWUE_2013_LowN-Irr_Aberdeen	166
'2AB07-X020010-50'	CAP-2_2008_Aberdeen	73
'2AB07-X020010-50'	CAPWUE_2012_NormN-Irr_Aberdeen	170.5
'2AB07-X020010-50'	CAPWUE_2012_LowN-Irr_Aberdeen	169.999999999999
'2AB07-X020010-50'	CAPWUE_2013_NormN-Irr_Aberdeen	167
'2AB07-X020010-50'	CAPWUE_2013_LowN-Irr_Aberdeen	165
'2AB07-X020013-31'	CAP-2_2008_Aberdeen	71
'2AB07-X020013-53'	CAP-2_2008_Aberdeen	72
'2AB07-X020014-42'	CAP-2_2008_Aberdeen	70
'2AB07-X020014-15'	CAP-2_2008_Aberdeen	74
'2AB07-X020021-16'	CAP-2_2008_Aberdeen	74
'2AB07-X020021-49'	CAP-2_2008_Aberdeen	73
'2AB07-X04M210-36'	CAP-2_2008_Aberdeen	71
'2AB07-X04M210-29'	CAP-2_2008_Aberdeen	73
'2AB07-X031170-28'	CAP-2_2008_Aberdeen	72
'2AB07-X031170-21'	CAP-2_2008_Aberdeen	72
'2AB07-X04M114-46'	CAP-2_2008_Aberdeen	73
'2AB07-X030109-39'	CAP-2_2008_Aberdeen	75
'2AB07-X031088-11'	CAP-2_2008_Aberdeen	72
'2AB07-X031088-31'	CAP-2_2008_Aberdeen	71
'2AB07-X020020-34'	CAP-2_2008_Aberdeen	72
'2AB07-X04M207-1'	CAP-2_2008_Aberdeen	71
'2AB07-X04M207-18'	CAP-2_2008_Aberdeen	70
'2AB07-X031122-26'	CAP-2_2008_Aberdeen	73
'2AB07-X031122-21'	CAP-2_2008_Aberdeen	70
'2AB07-X031123-36'	CAP-2_2008_Aberdeen	69
'2AB07-X031123-36'	CAPWUE_2012_NormN-Irr_Aberdeen	169
'2AB07-X031123-36'	CAPWUE_2012_LowN-Irr_Aberdeen	166.999999999999
'2AB07-X031123-36'	CAPWUE_2013_NormN-Irr_Aberdeen	165
'2AB07-X031123-36'	CAPWUE_2013_LowN-Irr_Aberdeen	165
'2AB07-X031123-44'	CAP-2_2008_Aberdeen	72
'2AB07-X031123-44'	CAPWUE_2012_NormN-Irr_Aberdeen	170.5
'2AB07-X031123-44'	CAPWUE_2012_LowN-Irr_Aberdeen	170.999999999999
'2AB07-X031123-44'	CAPWUE_2013_NormN-Irr_Aberdeen	168.5
'2AB07-X031123-44'	CAPWUE_2013_LowN-Irr_Aberdeen	166
'2AB07-X04M114-25'	CAP-2_2008_Aberdeen	73
'2AB07-X04M114-21'	CAP-2_2008_Aberdeen	73
'2ND27327'	Expt41_2008_Fargo	54.9
'2ND27327'	Expt41_2008_Langdon	62.6
'2ND27327'	FHBN_2008_Crookston	32.5
'2ND27328'	Expt41_2008_Fargo	51.5
'2ND27328'	Expt41_2008_Langdon	59.3
'2ND27328'	FHBN_2008_Crookston	27.5
'2ND27329'	Expt41_2008_Fargo	53.7
'2ND27329'	Expt41_2008_Langdon	61.9
'2ND27329'	FHBN_2008_Crookston	29
'2ND27330'	Expt41_2008_Fargo	55.1
'2ND27330'	Expt41_2008_Langdon	61.5
'2ND27330'	FHBN_2008_Crookston	30.5
'2ND27331'	Expt41_2008_Fargo	53.9
'2ND27331'	Expt41_2008_Langdon	62
'2ND27331'	FHBN_2008_Crookston	31
'2ND27332'	Expt41_2008_Fargo	54.1
'2ND27332'	Expt41_2008_Langdon	61.6
'2ND27332'	FHBN_2008_Crookston	29.5
'2ND27333'	Expt41_2008_Fargo	52.5
'2ND27333'	Expt41_2008_Langdon	60.1
'2ND27333'	FHBN_2008_Crookston	30
'2ND27333'	CAPWUE_2012_NormN-Irr_Aberdeen	162
'2ND27333'	CAPWUE_2012_LowN-Irr_Aberdeen	161.999999999999
'2ND27333'	CAPWUE_2013_NormN-Irr_Aberdeen	161
'2ND27333'	CAPWUE_2013_LowN-Irr_Aberdeen	161
'2ND27334'	Expt41_2008_Fargo	52.3
'2ND27334'	Expt41_2008_Langdon	59.6
'2ND27334'	FHBN_2008_Crookston	27.5
'2ND27335'	Expt41_2008_Fargo	51.3
'2ND27335'	Expt41_2008_Langdon	58
'2ND27335'	FHBN_2008_Crookston	27
'2ND27336'	Expt41_2008_Fargo	54
'2ND27336'	Expt41_2008_Langdon	61.5
'2ND27336'	FHBN_2008_Crookston	31
'2ND27337'	Expt41_2008_Fargo	53.6
'2ND27337'	Expt41_2008_Langdon	60.8
'2ND27337'	FHBN_2008_Crookston	30.5
'2ND27338'	Expt41_2008_Fargo	55.8
'2ND27338'	Expt41_2008_Langdon	62.6
'2ND27338'	FHBN_2008_Crookston	32.5
'2ND27338'	CAPWUE_2012_NormN-Irr_Aberdeen	166
'2ND27338'	CAPWUE_2012_LowN-Irr_Aberdeen	165.999999999999
'2ND27338'	CAPWUE_2013_NormN-Irr_Aberdeen	161
'2ND27338'	CAPWUE_2013_LowN-Irr_Aberdeen	163
'2ND27339'	Expt41_2008_Fargo	52.7
'2ND27339'	Expt41_2008_Langdon	61.1
'2ND27339'	FHBN_2008_Crookston	29.5
'2ND27340'	Expt41_2008_Fargo	61
'2ND27340'	Expt41_2008_Langdon	66.1
'2ND27340'	FHBN_2008_Crookston	34
'2ND27341'	Expt41_2008_Fargo	54.3
'2ND27341'	Expt41_2008_Langdon	62.2
'2ND27341'	FHBN_2008_Crookston	31
'2ND27342'	Expt41_2008_Fargo	55.8
'2ND27342'	Expt41_2008_Langdon	63.9
'2ND27342'	FHBN_2008_Crookston	34
'2ND27343'	Expt41_2008_Fargo	57.1
'2ND27343'	Expt41_2008_Langdon	63.9
'2ND27343'	FHBN_2008_Crookston	33.5
'2ND27344'	Expt41_2008_Fargo	54.4
'2ND27344'	Expt41_2008_Langdon	61
'2ND27344'	FHBN_2008_Crookston	29.5
'2ND27344'	CAPWUE_2012_NormN-Irr_Aberdeen	165
'2ND27344'	CAPWUE_2012_LowN-Irr_Aberdeen	163.999999999999
'2ND27344'	CAPWUE_2013_NormN-Irr_Aberdeen	160.5
'2ND27344'	CAPWUE_2013_LowN-Irr_Aberdeen	160
'2ND27345'	Expt41_2008_Fargo	54.9
'2ND27345'	Expt41_2008_Langdon	61.7
'2ND27345'	FHBN_2008_Crookston	32
'2ND27346'	Expt41_2008_Fargo	52
'2ND27346'	Expt41_2008_Langdon	59.6
'2ND27346'	FHBN_2008_Crookston	27.5
'2ND27346'	Expt13_2009_Carrington	59.3
'2ND27346'	Expt13_2009_Fargo	56.7
'2ND27346'	Expt13_2009_Langdon	63.5
'2ND27346'	Expt13_2009_Minot	62
'2ND27346'	Expt13_2009_Ray	57.9
'2ND27346'	Expt13_2009_Sidney	46.4
'2ND27346'	Expt13_2009_Williston	58.8
'2ND27347'	Expt41_2008_Fargo	53.3
'2ND27347'	Expt41_2008_Langdon	61.4
'2ND27347'	FHBN_2008_Crookston	30.5
'2ND27348'	Expt41_2008_Fargo	52.6
'2ND27348'	Expt41_2008_Langdon	61.8
'2ND27348'	FHBN_2008_Crookston	29.5
'2ND27348'	Expt13_2009_Carrington	61.7
'2ND27348'	Expt13_2009_Fargo	57
'2ND27348'	Expt13_2009_Langdon	64
'2ND27348'	Expt13_2009_Minot	62.6
'2ND27348'	Expt13_2009_Ray	58.9
'2ND27348'	Expt13_2009_Sidney	46.9
'2ND27348'	Expt13_2009_Williston	62.1
'2ND27348'	CAPWUE_2012_NormN-Irr_Aberdeen	166
'2ND27348'	CAPWUE_2012_LowN-Irr_Aberdeen	163.999999999999
'2ND27348'	CAPWUE_2013_NormN-Irr_Aberdeen	162
'2ND27348'	CAPWUE_2013_LowN-Irr_Aberdeen	163
'2ND27349'	Expt41_2008_Fargo	56.3
'2ND27349'	Expt41_2008_Langdon	66.2
'2ND27349'	FHBN_2008_Crookston	34
'2ND27350'	Expt41_2008_Fargo	52.2
'2ND27350'	Expt41_2008_Langdon	60.6
'2ND27350'	FHBN_2008_Crookston	29
'2ND27351'	Expt41_2008_Fargo	53.5
'2ND27351'	Expt41_2008_Langdon	60.8
'2ND27351'	FHBN_2008_Crookston	29.5
'2ND27352'	Expt41_2008_Fargo	53.1
'2ND27352'	Expt41_2008_Langdon	61.6
'2ND27352'	FHBN_2008_Crookston	30.5
'2ND27353'	Expt41_2008_Fargo	53.5
'2ND27353'	Expt41_2008_Langdon	61.1
'2ND27353'	FHBN_2008_Crookston	30
'2ND27354'	Expt41_2008_Fargo	55
'2ND27354'	Expt41_2008_Langdon	62.6
'2ND27354'	FHBN_2008_Crookston	35
'2ND27355'	Expt41_2008_Fargo	52.9
'2ND27355'	Expt41_2008_Langdon	61.8
'2ND27355'	FHBN_2008_Crookston	29.5
'2ND27356'	Expt41_2008_Fargo	53.7
'2ND27356'	Expt41_2008_Langdon	60.7
'2ND27356'	FHBN_2008_Crookston	30
'2ND27357'	Expt41_2008_Fargo	56
'2ND27357'	Expt41_2008_Langdon	68.6
'2ND27357'	FHBN_2008_Crookston	33
'2ND27358'	Expt41_2008_Fargo	56.9
'2ND27358'	Expt41_2008_Langdon	66.1
'2ND27358'	FHBN_2008_Crookston	34
'2ND27359'	Expt41_2008_Fargo	54.8
'2ND27359'	Expt41_2008_Langdon	65
'2ND27359'	FHBN_2008_Crookston	34
'2ND27360'	Expt41_2008_Fargo	53.3
'2ND27360'	Expt41_2008_Langdon	62.4
'2ND27360'	FHBN_2008_Crookston	31.5
'2ND27361'	Expt41_2008_Fargo	52.8
'2ND27361'	Expt41_2008_Langdon	60.3
'2ND27361'	FHBN_2008_Crookston	30
'2ND27361'	CAPWUE_2012_NormN-Irr_Aberdeen	165.5
'2ND27361'	CAPWUE_2012_LowN-Irr_Aberdeen	164.999999999999
'2ND27361'	CAPWUE_2013_NormN-Irr_Aberdeen	159
'2ND27361'	CAPWUE_2013_LowN-Irr_Aberdeen	159
'2ND27362'	Expt41_2008_Fargo	51.3
'2ND27362'	Expt41_2008_Langdon	56.9
'2ND27362'	FHBN_2008_Crookston	27.5
'2ND27363'	Expt41_2008_Fargo	51.1
'2ND27363'	Expt41_2008_Langdon	58
'2ND27363'	FHBN_2008_Crookston	28.5
'2ND27363'	CAPWUE_2012_NormN-Irr_Aberdeen	163
'2ND27363'	CAPWUE_2012_LowN-Irr_Aberdeen	161.999999999999
'2ND27363'	CAPWUE_2013_NormN-Irr_Aberdeen	159.5
'2ND27363'	CAPWUE_2013_LowN-Irr_Aberdeen	159
'2ND27364'	Expt41_2008_Fargo	51.3
'2ND27364'	Expt41_2008_Langdon	57.7
'2ND27364'	FHBN_2008_Crookston	28
'2ND27365'	Expt41_2008_Fargo	54.6
'2ND27365'	Expt41_2008_Langdon	61.7
'2ND27365'	FHBN_2008_Crookston	32.5
'2ND27366'	Expt41_2008_Fargo	55
'2ND27366'	Expt41_2008_Langdon	60.9
'2ND27366'	FHBN_2008_Crookston	32
'2ND27367'	Expt41_2008_Fargo	54.4
'2ND27367'	Expt41_2008_Langdon	61.2
'2ND27367'	FHBN_2008_Crookston	33
'2ND27368'	Expt41_2008_Fargo	53
'2ND27368'	Expt41_2008_Langdon	60.3
'2ND27368'	FHBN_2008_Crookston	27.5
'2ND27368'	Expt13_2009_Carrington	59.7
'2ND27368'	Expt13_2009_Fargo	56.7
'2ND27368'	Expt13_2009_Langdon	63
'2ND27368'	Expt13_2009_Minot	62.7
'2ND27368'	Expt13_2009_Ray	58.7
'2ND27368'	Expt13_2009_Sidney	47.3
'2ND27368'	Expt13_2009_Williston	61
'2ND27368'	CAPWUE_2012_NormN-Irr_Aberdeen	162.5
'2ND27368'	CAPWUE_2012_LowN-Irr_Aberdeen	161.999999999999
'2ND27368'	CAPWUE_2013_NormN-Irr_Aberdeen	161
'2ND27368'	CAPWUE_2013_LowN-Irr_Aberdeen	159
'2ND27369'	Expt41_2008_Fargo	55.9
'2ND27369'	Expt41_2008_Langdon	62.7
'2ND27369'	FHBN_2008_Crookston	32
'2ND27370'	Expt41_2008_Fargo	54.1
'2ND27370'	Expt41_2008_Langdon	60.5
'2ND27370'	FHBN_2008_Crookston	28.5
'2ND27370'	CAPWUE_2012_NormN-Irr_Aberdeen	163
'2ND27370'	CAPWUE_2012_LowN-Irr_Aberdeen	161.999999999999
'2ND27370'	CAPWUE_2013_NormN-Irr_Aberdeen	159
'2ND27370'	CAPWUE_2013_LowN-Irr_Aberdeen	158
'2ND27371'	Expt41_2008_Fargo	52.2
'2ND27371'	Expt41_2008_Langdon	61.4
'2ND27371'	FHBN_2008_Crookston	28
'2ND27372'	Expt41_2008_Fargo	52
'2ND27372'	Expt41_2008_Langdon	60.4
'2ND27372'	FHBN_2008_Crookston	29
'2ND27373'	Expt41_2008_Fargo	52.8
'2ND27373'	Expt41_2008_Langdon	59.5
'2ND27373'	FHBN_2008_Crookston	29
'2ND27374'	Expt41_2008_Fargo	51.7
'2ND27374'	Expt41_2008_Langdon	59.3
'2ND27374'	FHBN_2008_Crookston	28
'2ND27374'	Expt13_2009_Carrington	60.3
'2ND27374'	Expt13_2009_Fargo	56.3
'2ND27374'	Expt13_2009_Langdon	62.8
'2ND27374'	Expt13_2009_Minot	62
'2ND27374'	Expt13_2009_Ray	58.3
'2ND27374'	Expt13_2009_Sidney	46.6
'2ND27374'	Expt13_2009_Williston	58.8
'2ND27374'	CAPWUE_2012_NormN-Irr_Aberdeen	170.5
'2ND27374'	CAPWUE_2012_LowN-Irr_Aberdeen	169.999999999999
'2ND27374'	CAPWUE_2013_NormN-Irr_Aberdeen	163.5
'2ND27374'	CAPWUE_2013_LowN-Irr_Aberdeen	164
'2ND27375'	Expt41_2008_Fargo	52.7
'2ND27375'	Expt41_2008_Langdon	59.2
'2ND27375'	FHBN_2008_Crookston	28.5
'2ND27375'	Expt13_2009_Carrington	59.4
'2ND27375'	Expt13_2009_Fargo	56.7
'2ND27375'	Expt13_2009_Langdon	63.8
'2ND27375'	Expt13_2009_Minot	60.3
'2ND27375'	Expt13_2009_Ray	58.1
'2ND27375'	Expt13_2009_Sidney	47
'2ND27375'	Expt13_2009_Williston	60.1
'2ND27376'	Expt41_2008_Fargo	51.6
'2ND27376'	Expt41_2008_Langdon	58.7
'2ND27376'	FHBN_2008_Crookston	27.5
'2ND27377'	Expt41_2008_Fargo	51.8
'2ND27377'	Expt41_2008_Langdon	58.6
'2ND27377'	FHBN_2008_Crookston	27
'2ND27378'	Expt41_2008_Fargo	51.8
'2ND27378'	Expt41_2008_Langdon	58.4
'2ND27378'	FHBN_2008_Crookston	27
'2ND27379'	Expt41_2008_Fargo	52.6
'2ND27379'	Expt41_2008_Langdon	57.4
'2ND27379'	FHBN_2008_Crookston	27
'2ND27380'	Expt41_2008_Fargo	52.8
'2ND27380'	Expt41_2008_Langdon	60.4
'2ND27380'	FHBN_2008_Crookston	28.5
'2ND27381'	Expt41_2008_Fargo	51.5
'2ND27381'	Expt41_2008_Langdon	58.1
'2ND27381'	FHBN_2008_Crookston	27.5
'2ND27382'	Expt41_2008_Fargo	53
'2ND27382'	Expt41_2008_Langdon	60.3
'2ND27382'	FHBN_2008_Crookston	29
'2ND27383'	Expt41_2008_Fargo	52.4
'2ND27383'	Expt41_2008_Langdon	60.6
'2ND27383'	FHBN_2008_Crookston	29
'2ND27384'	Expt41_2008_Fargo	53.6
'2ND27384'	Expt41_2008_Langdon	61
'2ND27384'	FHBN_2008_Crookston	29
'2ND27385'	Expt41_2008_Fargo	53.3
'2ND27385'	Expt41_2008_Langdon	61.8
'2ND27385'	FHBN_2008_Crookston	29.5
'2ND27386'	Expt41_2008_Fargo	53.7
'2ND27386'	Expt41_2008_Langdon	60.8
'2ND27386'	FHBN_2008_Crookston	28.5
'2ND27387'	Expt41_2008_Fargo	54.9
'2ND27387'	Expt41_2008_Langdon	61.4
'2ND27387'	FHBN_2008_Crookston	31.5
'2ND27388'	Expt41_2008_Fargo	54.9
'2ND27388'	Expt41_2008_Langdon	61.8
'2ND27388'	FHBN_2008_Crookston	32
'2ND27388'	CAPWUE_2012_NormN-Irr_Aberdeen	166.5
'2ND27388'	CAPWUE_2012_LowN-Irr_Aberdeen	164.999999999999
'2ND27388'	CAPWUE_2013_NormN-Irr_Aberdeen	162.5
'2ND27388'	CAPWUE_2013_LowN-Irr_Aberdeen	162
'2ND27389'	Expt41_2008_Fargo	56.4
'2ND27389'	Expt41_2008_Langdon	64.4
'2ND27389'	FHBN_2008_Crookston	32.5
'2ND27390'	Expt41_2008_Fargo	56
'2ND27390'	Expt41_2008_Langdon	61.9
'2ND27390'	FHBN_2008_Crookston	32.5
'2ND27391'	Expt41_2008_Fargo	55.4
'2ND27391'	Expt41_2008_Langdon	61.7
'2ND27391'	FHBN_2008_Crookston	31
'2ND27392'	Expt41_2008_Fargo	53
'2ND27392'	Expt41_2008_Langdon	61
'2ND27392'	FHBN_2008_Crookston	29
'2ND27392'	CAPWUE_2012_NormN-Irr_Aberdeen	162.5
'2ND27392'	CAPWUE_2012_LowN-Irr_Aberdeen	161.999999999999
'2ND27392'	CAPWUE_2013_NormN-Irr_Aberdeen	160
'2ND27392'	CAPWUE_2013_LowN-Irr_Aberdeen	161
'2ND27393'	Expt41_2008_Fargo	52.9
'2ND27393'	Expt41_2008_Langdon	61.4
'2ND27393'	FHBN_2008_Crookston	29.5
'2ND27394'	Expt41_2008_Fargo	52.2
'2ND27394'	Expt41_2008_Langdon	59.8
'2ND27394'	FHBN_2008_Crookston	29
'2ND27395'	Expt41_2008_Fargo	52.1
'2ND27395'	Expt41_2008_Langdon	60.5
'2ND27395'	FHBN_2008_Crookston	29
'2ND27395'	Expt13_2009_Carrington	60.3
'2ND27395'	Expt13_2009_Fargo	56.3
'2ND27395'	Expt13_2009_Langdon	63.9
'2ND27395'	Expt13_2009_Minot	60
'2ND27395'	Expt13_2009_Ray	59
'2ND27395'	Expt13_2009_Sidney	46.7
'2ND27395'	Expt13_2009_Williston	59.8
'2ND27395'	CAPWUE_2012_NormN-Irr_Aberdeen	166
'2ND27395'	CAPWUE_2012_LowN-Irr_Aberdeen	165.999999999999
'2ND27395'	CAPWUE_2013_NormN-Irr_Aberdeen	161
'2ND27395'	CAPWUE_2013_LowN-Irr_Aberdeen	161
'2ND27396'	Expt41_2008_Fargo	53.7
'2ND27396'	Expt41_2008_Langdon	60.9
'2ND27396'	FHBN_2008_Crookston	29.5
'2ND27397'	Expt41_2008_Fargo	54
'2ND27397'	Expt41_2008_Langdon	60.8
'2ND27397'	FHBN_2008_Crookston	28
'2ND27397'	Expt13_2009_Carrington	62
'2ND27397'	Expt13_2009_Fargo	57
'2ND27397'	Expt13_2009_Langdon	63.3
'2ND27397'	Expt13_2009_Minot	61.3
'2ND27397'	Expt13_2009_Ray	59.3
'2ND27397'	Expt13_2009_Sidney	47
'2ND27397'	Expt13_2009_Williston	59.1
'2ND27398'	Expt41_2008_Fargo	53.9
'2ND27398'	Expt41_2008_Langdon	61
'2ND27398'	FHBN_2008_Crookston	30
'2ND27399'	Expt41_2008_Fargo	56.8
'2ND27399'	Expt41_2008_Langdon	62.8
'2ND27399'	FHBN_2008_Crookston	33.5
'2ND27399'	CAPWUE_2012_NormN-Irr_Aberdeen	166.5
'2ND27399'	CAPWUE_2012_LowN-Irr_Aberdeen	165.999999999999
'2ND27399'	CAPWUE_2013_NormN-Irr_Aberdeen	163.5
'2ND27399'	CAPWUE_2013_LowN-Irr_Aberdeen	163
'2ND27400'	Expt41_2008_Fargo	52.1
'2ND27400'	Expt41_2008_Langdon	59.5
'2ND27400'	FHBN_2008_Crookston	28.5
'2ND27401'	Expt41_2008_Fargo	53.3
'2ND27401'	Expt41_2008_Langdon	61.1
'2ND27401'	FHBN_2008_Crookston	28.5
'2ND27402'	Expt41_2008_Fargo	55.4
'2ND27402'	Expt41_2008_Langdon	61.9
'2ND27402'	FHBN_2008_Crookston	33
'2ND27403'	Expt41_2008_Fargo	55.1
'2ND27403'	Expt41_2008_Langdon	61.1
'2ND27403'	FHBN_2008_Crookston	30.5
'2ND27404'	Expt41_2008_Fargo	51.1
'2ND27404'	Expt41_2008_Langdon	58.8
'2ND27404'	FHBN_2008_Crookston	27.5
'2ND27405'	Expt41_2008_Fargo	53.5
'2ND27405'	Expt41_2008_Langdon	61
'2ND27405'	FHBN_2008_Crookston	27.5
'2ND27405'	Expt13_2009_Carrington	61.7
'2ND27405'	Expt13_2009_Fargo	57.3
'2ND27405'	Expt13_2009_Langdon	64
'2ND27405'	Expt13_2009_Minot	63.4
'2ND27405'	Expt13_2009_Ray	60.6
'2ND27405'	Expt13_2009_Sidney	47.3
'2ND27405'	Expt13_2009_Williston	61.8
'2ND27406'	Expt41_2008_Fargo	52.6
'2ND27406'	Expt41_2008_Langdon	59.9
'2ND27406'	FHBN_2008_Crookston	29
'2ND27406'	CAPWUE_2012_NormN-Irr_Aberdeen	164
'2ND27406'	CAPWUE_2012_LowN-Irr_Aberdeen	163.999999999999
'2ND27406'	CAPWUE_2013_NormN-Irr_Aberdeen	160.5
'2ND27406'	CAPWUE_2013_LowN-Irr_Aberdeen	159
'2ND27407'	Expt41_2008_Fargo	52.8
'2ND27407'	Expt41_2008_Langdon	61.7
'2ND27407'	FHBN_2008_Crookston	31.5
'2ND27408'	Expt41_2008_Fargo	52
'2ND27408'	Expt41_2008_Langdon	60.1
'2ND27408'	FHBN_2008_Crookston	27
'2ND27409'	Expt41_2008_Fargo	53.8
'2ND27409'	Expt41_2008_Langdon	61.9
'2ND27409'	FHBN_2008_Crookston	32
'2ND27409'	Expt13_2009_Carrington	62.7
'2ND27409'	Expt13_2009_Fargo	57.7
'2ND27409'	Expt13_2009_Langdon	63.4
'2ND27409'	Expt13_2009_Minot	64
'2ND27409'	Expt13_2009_Ray	62
'2ND27409'	Expt13_2009_Sidney	49
'2ND27409'	Expt13_2009_Williston	63.7
'2ND27409'	CAPWUE_2012_NormN-Irr_Aberdeen	165
'2ND27409'	CAPWUE_2012_LowN-Irr_Aberdeen	163.999999999999
'2ND27409'	CAPWUE_2013_NormN-Irr_Aberdeen	161.5
'2ND27409'	CAPWUE_2013_LowN-Irr_Aberdeen	160
'2ND27410'	Expt41_2008_Fargo	52.1
'2ND27410'	Expt41_2008_Langdon	60
'2ND27410'	FHBN_2008_Crookston	30.5
'2ND27411'	Expt41_2008_Fargo	51.5
'2ND27411'	Expt41_2008_Langdon	61.1
'2ND27411'	FHBN_2008_Crookston	27
'2ND27412'	Expt41_2008_Fargo	54.1
'2ND27412'	Expt41_2008_Langdon	61.2
'2ND27412'	FHBN_2008_Crookston	28.5
'2ND27413'	Expt41_2008_Fargo	54
'2ND27413'	Expt41_2008_Langdon	60.5
'2ND27413'	FHBN_2008_Crookston	32
'2ND27414'	Expt41_2008_Fargo	54.1
'2ND27414'	Expt41_2008_Langdon	61.1
'2ND27414'	FHBN_2008_Crookston	32
'2ND27415'	Expt41_2008_Fargo	53.8
'2ND27415'	Expt41_2008_Langdon	60.9
'2ND27415'	FHBN_2008_Crookston	30
'2ND27416'	Expt41_2008_Fargo	54.7
'2ND27416'	Expt41_2008_Langdon	62.3
'2ND27416'	FHBN_2008_Crookston	32
'2ND27417'	Expt41_2008_Fargo	56.4
'2ND27417'	Expt41_2008_Langdon	62
'2ND27417'	FHBN_2008_Crookston	32.5
'2ND27418'	Expt41_2008_Fargo	56.1
'2ND27418'	Expt41_2008_Langdon	61.4
'2ND27418'	FHBN_2008_Crookston	31
'2ND27419'	Expt41_2008_Fargo	54.8
'2ND27419'	Expt41_2008_Langdon	61.3
'2ND27419'	FHBN_2008_Crookston	32
'2ND27420'	Expt41_2008_Fargo	55.4
'2ND27420'	Expt41_2008_Langdon	61.8
'2ND27420'	FHBN_2008_Crookston	31.5
'2ND27421'	Expt42_2008_Fargo	53.3
'2ND27421'	Expt42_2008_Langdon	61
'2ND27421'	FHBN_2008_Crookston	29
'2ND27421'	Expt13_2009_Carrington	63
'2ND27421'	Expt13_2009_Fargo	56.7
'2ND27421'	Expt13_2009_Langdon	63.6
'2ND27421'	Expt13_2009_Minot	61.3
'2ND27421'	Expt13_2009_Ray	58.2
'2ND27421'	Expt13_2009_Sidney	47.3
'2ND27421'	Expt13_2009_Williston	61.4
'2ND27422'	Expt42_2008_Fargo	53.4
'2ND27422'	Expt42_2008_Langdon	61.6
'2ND27422'	FHBN_2008_Crookston	28
'2ND27422'	Expt13_2009_Carrington	60.7
'2ND27422'	Expt13_2009_Fargo	57.6
'2ND27422'	Expt13_2009_Langdon	63.8
'2ND27422'	Expt13_2009_Minot	63.4
'2ND27422'	Expt13_2009_Ray	58.3
'2ND27422'	Expt13_2009_Sidney	46.6
'2ND27422'	Expt13_2009_Williston	63.7
'06WA-406.3'	CAP1_2008_Genesee	59
'06WA-406.3'	CAP1_2008_Pullman	69
'06WA-406.6'	CAP1_2008_Genesee	59
'06WA-406.6'	CAP1_2008_Pullman	69
'06WA-409.31'	CAP1_2008_Genesee	60
'06WA-409.31'	CAP1_2008_Pullman	69
'06WA-412.14'	CAP1_2008_Genesee	60
'06WA-412.14'	CAP1_2008_Pullman	69
'06WA-412.16'	CAP1_2008_Genesee	61
'06WA-412.16'	CAP1_2008_Pullman	69
'06WA-412.3'	CAP1_2008_Genesee	59
'06WA-412.3'	CAP1_2008_Pullman	67
'06WA-412.4'	CAP1_2008_Genesee	61
'06WA-412.4'	CAP1_2008_Pullman	70
'06WA-414.7'	CAP1_2008_Genesee	60
'06WA-414.7'	CAP1_2008_Pullman	69
'06WA-415.30'	CAP1_2008_Genesee	60
'06WA-415.30'	CAP1_2008_Pullman	67
'06WA-416.21'	CAP1_2008_Genesee	60
'06WA-416.21'	CAP1_2008_Pullman	68
'06WA-419.6'	CAP1_2008_Genesee	61
