line	trial	grain yield
'2ND27385'	CAP3_2008_BozemanDry	6888.71
'2ND27385'	CAP3_2008_BozemanIrr	4449.4277351652
'2ND27386'	Expt41_2008_Fargo	4309.38
'2ND27386'	Expt41_2008_Langdon	5132.52
'2ND27386'	CAP3_2008_BozemanDry	6190.38
'2ND27386'	CAP3_2008_BozemanIrr	5356.66018003
'2ND27387'	Expt41_2008_Fargo	4761.3
'2ND27387'	Expt41_2008_Langdon	4874.28
'2ND27387'	CAP3_2008_BozemanDry	7233.08
'2ND27387'	CAP3_2008_BozemanIrr	6279.970955246
'2ND27388'	Expt41_2008_Fargo	4798.96
'2ND27388'	Expt41_2008_Langdon	4330.9
'2ND27388'	CAP3_2008_BozemanDry	6642.18
'2ND27388'	CAP3_2008_BozemanIrr	5663.60717613
'2ND27388'	CAPWUE_2011_Huntley	2593.91
'2ND27388'	CAPWUE_2011_HighN_Bozeman	5757.46
'2ND27388'	CAPWUE_2011_LowN_Bozeman	6077.51
'2ND27388'	CAPWUE_2012_HighN_Bozeman	6039
'2ND27388'	CAPWUE_2012_Huntley	3907
'2ND27388'	CAPWUE_2012_LowN_Bozeman	2175
'2ND27388'	SP2-NormN_2011_Crookston	6270.57
'2ND27388'	CAPWUE_2012_NormN-Irr_Aberdeen	5974.00000000001
'2ND27388'	CAPWUE_2012_LowN-Irr_Aberdeen	5476
'2ND27388'	CAPWUE_2012_NormN-Dry_Aberdeen	2792
'2ND27388'	CAPWUE_2013_LowN_Bozeman	6565.1073
'2ND27388'	CAPWUE_2013_HighN_Bozeman	5704.876
'2ND27388'	CAP2Row_Irr_2012_FtCollins	8020.49
'2ND27388'	CAP2Row_Dry_2012_FtCollins	3608.38
'2ND27388'	CAPWUE_2013_NormN-Irr_Aberdeen	6242.9070165
'2ND27388'	CAPWUE_2013_LowN-Irr_Aberdeen	4960.629407
'2ND27388'	CAPWUE_2013_NormN-Dry_Aberdeen	3401.21
'2ND27389'	Expt41_2008_Fargo	3943.54
'2ND27389'	Expt41_2008_Langdon	4336.28
'2ND27389'	CAP3_2008_BozemanDry	7422.95
'2ND27389'	CAP3_2008_BozemanIrr	6164.588015368
'2ND27390'	Expt41_2008_Fargo	4928.08
'2ND27390'	Expt41_2008_Langdon	5573.68
'2ND27390'	CAP3_2008_BozemanDry	7482.03
'2ND27390'	CAP3_2008_BozemanIrr	5510.567208164
'2ND27391'	Expt41_2008_Fargo	3803.66
'2ND27391'	Expt41_2008_Langdon	3733.72
'2ND27391'	CAP3_2008_BozemanDry	6724.73
'2ND27391'	CAP3_2008_BozemanIrr	4671.8145429596
'2ND27392'	Expt41_2008_Fargo	4191.02
'2ND27392'	Expt41_2008_Langdon	5089.48
'2ND27392'	CAP3_2008_BozemanDry	5382.68
'2ND27392'	CAP3_2008_BozemanIrr	4787.5009136002
'2ND27392'	CAPWUE_2011_Huntley	2936.60
'2ND27392'	CAPWUE_2011_HighN_Bozeman	6189.57
'2ND27392'	CAPWUE_2011_LowN_Bozeman	5288.96
'2ND27392'	CAPWUE_2012_HighN_Bozeman	5147
'2ND27392'	CAPWUE_2012_Huntley	3642
'2ND27392'	CAPWUE_2012_LowN_Bozeman	1429
'2ND27392'	SP2-NormN_2011_Crookston	4859.19
'2ND27392'	CAPWUE_2012_NormN-Irr_Aberdeen	6689.50000000001
'2ND27392'	CAPWUE_2012_LowN-Irr_Aberdeen	7013
'2ND27392'	CAPWUE_2012_NormN-Dry_Aberdeen	4547
'2ND27392'	CAPWUE_2013_LowN_Bozeman	5188.1739
'2ND27392'	CAPWUE_2013_HighN_Bozeman	5667.9776
'2ND27392'	CAP2Row_Irr_2012_FtCollins	6755.92
'2ND27392'	CAP2Row_Dry_2012_FtCollins	3381.95
'2ND27392'	CAPWUE_2013_NormN-Irr_Aberdeen	6701.3208775
'2ND27392'	CAPWUE_2013_LowN-Irr_Aberdeen	6366.943763
'2ND27392'	CAPWUE_2013_NormN-Dry_Aberdeen	3889.89
'2ND27393'	Expt41_2008_Fargo	4885.04
'2ND27393'	Expt41_2008_Langdon	4282.48
'2ND27393'	CAP3_2008_BozemanDry	6251.66
'2ND27393'	CAP3_2008_BozemanIrr	5627.57093545
'2ND27394'	Expt41_2008_Fargo	3722.96
'2ND27394'	Expt41_2008_Langdon	4885.04
'2ND27394'	CAP3_2008_BozemanDry	5903.25
'2ND27394'	CAP3_2008_BozemanIrr	5823.117261754
'2ND27395'	Expt41_2008_Fargo	5245.5
'2ND27395'	Expt41_2008_Langdon	5094.86
'2ND27395'	Expt13_2009_Carrington	6547.46
'2ND27395'	Expt13_2009_Fargo	7279.14
'2ND27395'	Expt13_2009_Langdon	6515.18
'2ND27395'	Expt13_2009_Minot	6972.48
'2ND27395'	Expt13_2009_Ray	7365.22
'2ND27395'	Expt13_2009_Sidney	7908.6
'2ND27395'	Expt13_2009_Williston	4008.1
'2ND27395'	CAP3_2008_BozemanDry	6520.53
'2ND27395'	CAP3_2008_BozemanIrr	4728.9943765126
'2ND27395'	CAP4_2009_BozemanDry	4665.6431751414
'2ND27395'	CAPWUE_2011_Huntley	2472.41
'2ND27395'	CAPWUE_2011_HighN_Bozeman	7182.99
'2ND27395'	CAPWUE_2011_LowN_Bozeman	6788.96
'2ND27395'	CAPWUE_2012_HighN_Bozeman	5808
'2ND27395'	CAPWUE_2012_Huntley	3704
'2ND27395'	CAPWUE_2012_LowN_Bozeman	1743
'2ND27395'	SP2-NormN_2011_Crookston	5786.67
'2ND27395'	CAPWUE_2012_NormN-Irr_Aberdeen	7295.00000000001
'2ND27395'	CAPWUE_2012_LowN-Irr_Aberdeen	7257
'2ND27395'	CAPWUE_2012_NormN-Dry_Aberdeen	3669
'2ND27395'	CAPWUE_2013_LowN_Bozeman	5628.4668
'2ND27395'	CAPWUE_2013_HighN_Bozeman	5681.8744
'2ND27395'	CAP2Row_Irr_2012_FtCollins	7629.51
'2ND27395'	CAP2Row_Dry_2012_FtCollins	4045.76
'2ND27395'	CAPWUE_2013_NormN-Irr_Aberdeen	7269.47497950002
'2ND27395'	CAPWUE_2013_LowN-Irr_Aberdeen	8078.802185
'2ND27395'	CAPWUE_2013_NormN-Dry_Aberdeen	4466.53
'2ND27396'	Expt41_2008_Fargo	4664.46
'2ND27396'	Expt41_2008_Langdon	5315.44
'2ND27396'	CAP3_2008_BozemanDry	7376.21
'2ND27396'	CAP3_2008_BozemanIrr	6181.515569896
'2ND27397'	Expt41_2008_Fargo	5363.86
'2ND27397'	Expt41_2008_Langdon	5455.32
'2ND27397'	Expt13_2009_Carrington	6574.36
'2ND27397'	Expt13_2009_Fargo	7644.98
'2ND27397'	Expt13_2009_Langdon	7402.88
'2ND27397'	Expt13_2009_Minot	7903.22
'2ND27397'	Expt13_2009_Ray	8387.42
'2ND27397'	Expt13_2009_Sidney	7666.5
'2ND27397'	Expt13_2009_Williston	3642.26
'2ND27397'	CAP3_2008_BozemanDry	6929.36
'2ND27397'	CAP3_2008_BozemanIrr	5536.244107128
'2ND27397'	CAP4_2009_BozemanDry	4609.4897907662
'2ND27398'	Expt41_2008_Fargo	4153.36
'2ND27398'	Expt41_2008_Langdon	4664.46
'2ND27398'	CAP3_2008_BozemanDry	5943.10
'2ND27398'	CAP3_2008_BozemanIrr	6758.30663312
'2ND27399'	Expt41_2008_Fargo	4680.6
'2ND27399'	Expt41_2008_Langdon	4142.6
'2ND27399'	CAP3_2008_BozemanDry	7679.66
'2ND27399'	CAP3_2008_BozemanIrr	5845.971710498
'2ND27399'	CAPWUE_2011_Huntley	3109.90
'2ND27399'	CAPWUE_2011_HighN_Bozeman	7426.97
'2ND27399'	CAPWUE_2011_LowN_Bozeman	6287.41
'2ND27399'	CAPWUE_2012_HighN_Bozeman	5419
'2ND27399'	CAPWUE_2012_Huntley	2471
'2ND27399'	CAPWUE_2012_LowN_Bozeman	1764
'2ND27399'	SP2-NormN_2011_Crookston	6095.83
'2ND27399'	CAPWUE_2012_NormN-Irr_Aberdeen	5884.00000000001
'2ND27399'	CAPWUE_2012_LowN-Irr_Aberdeen	5848
'2ND27399'	CAPWUE_2012_NormN-Dry_Aberdeen	2900
'2ND27399'	CAPWUE_2013_LowN_Bozeman	6125.2935
'2ND27399'	CAPWUE_2013_HighN_Bozeman	7570.8808
'2ND27399'	CAP2Row_Irr_2012_FtCollins	6508.00
'2ND27399'	CAP2Row_Dry_2012_FtCollins	3295.32
'2ND27399'	CAPWUE_2013_NormN-Irr_Aberdeen	7539.7329865
'2ND27399'	CAPWUE_2013_LowN-Irr_Aberdeen	8102.936695
'2ND27399'	CAPWUE_2013_NormN-Dry_Aberdeen	3958.31
'2ND27400'	Expt41_2008_Fargo	4653.7
'2ND27400'	Expt41_2008_Langdon	4685.98
'2ND27400'	CAP3_2008_BozemanDry	5924.09
'2ND27400'	CAP3_2008_BozemanIrr	5604.005025284
'2ND27401'	Expt41_2008_Fargo	4874.28
'2ND27401'	Expt41_2008_Langdon	5993.32
'2ND27401'	CAP3_2008_BozemanDry	7533.13
'2ND27401'	CAP3_2008_BozemanIrr	4870.1135338358
'2ND27402'	Expt41_2008_Fargo	4847.38
'2ND27402'	Expt41_2008_Langdon	5089.48
'2ND27402'	CAP3_2008_BozemanDry	6859.31
'2ND27402'	CAP3_2008_BozemanIrr	5829.946162466
'2ND27403'	Expt41_2008_Fargo	4685.98
'2ND27403'	Expt41_2008_Langdon	5288.54
'2ND27403'	CAP3_2008_BozemanDry	6638.04
'2ND27403'	CAP3_2008_BozemanIrr	5509.54475638
'2ND27404'	Expt41_2008_Fargo	4702.12
'2ND27404'	Expt41_2008_Langdon	4798.96
'2ND27404'	CAP3_2008_BozemanDry	6670.61
'2ND27404'	CAP3_2008_BozemanIrr	4416.4977433098
'2ND27405'	Expt41_2008_Fargo	5132.52
'2ND27405'	Expt41_2008_Langdon	6283.84
'2ND27405'	Expt13_2009_Carrington	6074.02
'2ND27405'	Expt13_2009_Fargo	6418.34
'2ND27405'	Expt13_2009_Langdon	6337.64
'2ND27405'	Expt13_2009_Minot	7499.72
'2ND27405'	Expt13_2009_Ray	7989.3
'2ND27405'	Expt13_2009_Sidney	7865.56
'2ND27405'	Expt13_2009_Williston	4411.6
'2ND27405'	CAP3_2008_BozemanDry	6940.35
'2ND27405'	CAP3_2008_BozemanIrr	5762.637388656
'2ND27405'	CAP4_2009_BozemanDry	4560.9335132142
'2ND27406'	Expt41_2008_Fargo	5369.24
'2ND27406'	Expt41_2008_Langdon	5487.6
'2ND27406'	CAP3_2008_BozemanDry	7488.17
'2ND27406'	CAP3_2008_BozemanIrr	5396.888746974
'2ND27406'	CAPWUE_2011_Huntley	2035.90
'2ND27406'	CAPWUE_2011_HighN_Bozeman	6639.17
'2ND27406'	CAPWUE_2011_LowN_Bozeman	6193.26
'2ND27406'	CAPWUE_2012_HighN_Bozeman	5672
'2ND27406'	CAPWUE_2012_Huntley	3786
'2ND27406'	CAPWUE_2012_LowN_Bozeman	1761
'2ND27406'	SP2-NormN_2011_Crookston	5961.41
'2ND27406'	CAPWUE_2012_NormN-Irr_Aberdeen	5742.00000000001
'2ND27406'	CAPWUE_2012_LowN-Irr_Aberdeen	4944.99999999999
'2ND27406'	CAPWUE_2012_NormN-Dry_Aberdeen	4043
'2ND27406'	CAPWUE_2013_LowN_Bozeman	5598.2835
'2ND27406'	CAPWUE_2013_HighN_Bozeman	7051.9072
'2ND27406'	CAP2Row_Irr_2012_FtCollins	6494.35
'2ND27406'	CAP2Row_Dry_2012_FtCollins	4041.14
'2ND27406'	CAPWUE_2013_NormN-Irr_Aberdeen	6489.63638549999
'2ND27406'	CAPWUE_2013_LowN-Irr_Aberdeen	6804.210619
'2ND27406'	CAPWUE_2013_NormN-Dry_Aberdeen	3156.87
'2ND27407'	Expt41_2008_Fargo	4879.66
'2ND27407'	Expt41_2008_Langdon	4298.62
'2ND27407'	CAP3_2008_BozemanDry	7291.83
'2ND27407'	CAP3_2008_BozemanIrr	5355.5890399992
'2ND27408'	Expt41_2008_Fargo	4330.9
'2ND27408'	Expt41_2008_Langdon	4040.38
'2ND27408'	CAP3_2008_BozemanDry	5710.63
'2ND27408'	CAP3_2008_BozemanIrr	5773.523205874
'2ND27409'	Expt41_2008_Fargo	4696.74
'2ND27409'	Expt41_2008_Langdon	5772.74
'2ND27409'	Expt13_2009_Carrington	6913.3
'2ND27409'	Expt13_2009_Fargo	6461.38
'2ND27409'	Expt13_2009_Langdon	6542.08
'2ND27409'	Expt13_2009_Minot	7505.1
'2ND27409'	Expt13_2009_Ray	7424.4
'2ND27409'	Expt13_2009_Sidney	7876.32
'2ND27409'	Expt13_2009_Williston	4244.82
'2ND27409'	CAP3_2008_BozemanDry	7045.41
'2ND27409'	CAP3_2008_BozemanIrr	6003.969919282
'2ND27409'	CAP4_2009_BozemanDry	5549.621021442
'2ND27409'	CAPWUE_2011_Huntley	2782.46
'2ND27409'	CAPWUE_2011_HighN_Bozeman	7216.73
'2ND27409'	CAPWUE_2011_LowN_Bozeman	5758.70
'2ND27409'	CAPWUE_2012_HighN_Bozeman	5948
'2ND27409'	CAPWUE_2012_Huntley	4197
'2ND27409'	CAPWUE_2012_LowN_Bozeman	2052
'2ND27409'	SP2-NormN_2011_Crookston	7265.26
'2ND27409'	CAPWUE_2012_NormN-Irr_Aberdeen	6432.50000000001
'2ND27409'	CAPWUE_2012_LowN-Irr_Aberdeen	6615
'2ND27409'	CAPWUE_2012_NormN-Dry_Aberdeen	3369
'2ND27409'	CAPWUE_2013_LowN_Bozeman	7343.1657
'2ND27409'	CAPWUE_2013_HighN_Bozeman	5693.8544
'2ND27409'	CAP2Row_Irr_2012_FtCollins	8045.14
'2ND27409'	CAP2Row_Dry_2012_FtCollins	4220.63
'2ND27409'	CAPWUE_2013_NormN-Irr_Aberdeen	7297.160505
'2ND27409'	CAPWUE_2013_LowN-Irr_Aberdeen	7913.635302
'2ND27409'	CAPWUE_2013_NormN-Dry_Aberdeen	3508.72
'2ND27410'	Expt41_2008_Fargo	4018.86
'2ND27410'	Expt41_2008_Langdon	5256.26
'2ND27410'	CAP3_2008_BozemanDry	7162.97
'2ND27410'	CAP3_2008_BozemanIrr	4910.7038698414
'2ND27411'	Expt41_2008_Fargo	3986.58
'2ND27411'	Expt41_2008_Langdon	5057.2
'2ND27411'	CAP3_2008_BozemanDry	5983.11
'2ND27411'	CAP3_2008_BozemanIrr	4917.4753225368
'2ND27412'	Expt41_2008_Fargo	4400.84
'2ND27412'	Expt41_2008_Langdon	4981.88
'2ND27412'	CAP3_2008_BozemanDry	7225.16
'2ND27412'	CAP3_2008_BozemanIrr	5462.865653902
'2ND27413'	Expt41_2008_Fargo	4928.08
'2ND27413'	Expt41_2008_Langdon	5622.1
'2ND27413'	CAP3_2008_BozemanDry	7092.85
'2ND27413'	CAP3_2008_BozemanIrr	6484.433749768
'2ND27414'	Expt41_2008_Fargo	4137.22
'2ND27414'	Expt41_2008_Langdon	5240.12
'2ND27414'	CAP3_2008_BozemanDry	7791.99
'2ND27414'	CAP3_2008_BozemanIrr	4879.8638622418
'2ND27415'	Expt41_2008_Fargo	5632.86
'2ND27415'	Expt41_2008_Langdon	5078.72
'2ND27415'	CAP3_2008_BozemanDry	7723.33
'2ND27415'	CAP3_2008_BozemanIrr	5380.14550479
'2ND27416'	Expt41_2008_Fargo	4599.9
'2ND27416'	Expt41_2008_Langdon	4772.06
'2ND27416'	CAP3_2008_BozemanDry	6942.50
'2ND27416'	CAP3_2008_BozemanIrr	5746.575758578
'2ND27417'	Expt41_2008_Fargo	4739.78
'2ND27417'	Expt41_2008_Langdon	6482.9
'2ND27417'	CAP3_2008_BozemanDry	7449.77
'2ND27417'	CAP3_2008_BozemanIrr	5696.380580234
'2ND27418'	Expt41_2008_Fargo	4782.82
'2ND27418'	Expt41_2008_Langdon	4777.44
'2ND27418'	CAP3_2008_BozemanDry	7227.26
'2ND27418'	CAP3_2008_BozemanIrr	6032.228327856
'2ND27419'	Expt41_2008_Fargo	4885.04
'2ND27419'	Expt41_2008_Langdon	4513.82
'2ND27419'	CAP3_2008_BozemanDry	6749.88
'2ND27419'	CAP3_2008_BozemanIrr	6141.183846832
'2ND27420'	Expt41_2008_Fargo	3841.32
'2ND27420'	Expt41_2008_Langdon	4470.78
'2ND27420'	CAP3_2008_BozemanDry	5983.17
'2ND27420'	CAP3_2008_BozemanIrr	4097.3025330624
'2ND27421'	Expt42_2008_Fargo	5595.2
'2ND27421'	Expt42_2008_Langdon	4427.74
'2ND27421'	Expt13_2009_Carrington	6698.1
'2ND27421'	Expt13_2009_Fargo	7483.58
'2ND27421'	Expt13_2009_Langdon	6913.3
'2ND27421'	Expt13_2009_Minot	7306.04
'2ND27421'	Expt13_2009_Ray	7580.42
'2ND27421'	Expt13_2009_Sidney	7198.44
'2ND27421'	Expt13_2009_Williston	4067.28
'2ND27421'	CAP3_2008_BozemanDry	7178.47
'2ND27421'	CAP3_2008_BozemanIrr	5936.713157698
'2ND27421'	CAP4_2009_BozemanDry	4543.635746683
'2ND27422'	Expt42_2008_Fargo	4922.7
'2ND27422'	Expt42_2008_Langdon	5363.86
'2ND27422'	Expt13_2009_Carrington	7289.9
'2ND27422'	Expt13_2009_Fargo	7903.22
'2ND27422'	Expt13_2009_Langdon	7047.8
'2ND27422'	Expt13_2009_Minot	7892.46
'2ND27422'	Expt13_2009_Ray	8575.72
'2ND27422'	Expt13_2009_Sidney	7865.56
'2ND27422'	Expt13_2009_Williston	4427.74
'2ND27422'	CAP3_2008_BozemanDry	6621.50
'2ND27422'	CAP3_2008_BozemanIrr	5514.038590756
'2ND27422'	CAP4_2009_BozemanDry	4671.0471136128
'06WA-406.3'	CAP1_2008_Genesee	5463
'06WA-406.3'	CAP1_2008_Pullman	5221
'06WA-406.3'	CAP3_2008_BozemanDry	7203.62
'06WA-406.3'	CAP3_2008_BozemanIrr	5614.776987176
'06WA-406.6'	CAP1_2008_Genesee	6335
'06WA-406.6'	CAP1_2008_Pullman	5573
'06WA-406.6'	CAP3_2008_BozemanDry	7626.78
'06WA-406.6'	CAP3_2008_BozemanIrr	6417.825737636
'06WA-409.31'	CAP1_2008_Genesee	4653
'06WA-409.31'	CAP1_2008_Pullman	4746
'06WA-409.31'	CAP3_2008_BozemanDry	6576.00
'06WA-409.31'	CAP3_2008_BozemanIrr	6228.834342
'06WA-412.14'	CAP1_2008_Genesee	5808
'06WA-412.14'	CAP1_2008_Pullman	5591
'06WA-412.14'	CAP3_2008_BozemanDry	8750.36
'06WA-412.14'	CAP3_2008_BozemanIrr	7099.487291216
'06WA-412.16'	CAP1_2008_Genesee	5329
'06WA-412.16'	CAP1_2008_Pullman	5510
'06WA-412.16'	CAP3_2008_BozemanDry	7484.02
'06WA-412.16'	CAP3_2008_BozemanIrr	6631.727795958
'06WA-412.3'	CAP1_2008_Genesee	5672
'06WA-412.3'	CAP1_2008_Pullman	4857
'06WA-412.3'	CAP3_2008_BozemanDry	8070.23
'06WA-412.3'	CAP3_2008_BozemanIrr	6860.316470952
'06WA-412.4'	CAP1_2008_Genesee	4529
'06WA-412.4'	CAP1_2008_Pullman	5450
'06WA-412.4'	CAP3_2008_BozemanDry	7828.28
'06WA-412.4'	CAP3_2008_BozemanIrr	7427.747794846
'06WA-414.7'	CAP1_2008_Genesee	4678
'06WA-414.7'	CAP1_2008_Pullman	5018
'06WA-414.7'	CAP3_2008_BozemanDry	6986.18
'06WA-414.7'	CAP3_2008_BozemanIrr	6398.323460906
'06WA-415.30'	CAP1_2008_Genesee	5068
'06WA-415.30'	CAP1_2008_Pullman	5055
'06WA-415.30'	CAP3_2008_BozemanDry	7471.42
'06WA-415.30'	CAP3_2008_BozemanIrr	6943.657165404
'06WA-416.21'	CAP1_2008_Genesee	4769
'06WA-416.21'	CAP1_2008_Pullman	5001
'06WA-416.21'	CAP3_2008_BozemanDry	7683.05
'06WA-416.21'	CAP3_2008_BozemanIrr	6374.903433744
'06WA-419.6'	CAP1_2008_Genesee	5237
'06WA-419.6'	CAP1_2008_Pullman	5537
'06WA-419.6'	CAP3_2008_BozemanDry	7324.68
'06WA-419.6'	CAP3_2008_BozemanIrr	6283.26731514
'06WA-419.6'	CAPWUE_2011_Huntley	3670.48
'06WA-419.6'	CAPWUE_2011_HighN_Bozeman	7132.68
'06WA-419.6'	CAPWUE_2011_LowN_Bozeman	6632.76
'06WA-419.6'	CAPWUE_2012_HighN_Bozeman	6030
'06WA-419.6'	CAPWUE_2012_Huntley	3651
'06WA-419.6'	CAPWUE_2012_LowN_Bozeman	1905
'06WA-419.6'	SP2-NormN_2011_Crookston	5726.18
'06WA-419.6'	CAPWUE_2012_NormN-Irr_Aberdeen	6320.50000000001
'06WA-419.6'	CAPWUE_2012_LowN-Irr_Aberdeen	5717
'06WA-419.6'	CAPWUE_2012_NormN-Dry_Aberdeen	3325
'06WA-419.6'	CAPWUE_2013_LowN_Bozeman	7051.8729
'06WA-419.6'	CAPWUE_2013_HighN_Bozeman	7027.9472
'06WA-419.6'	CAP2Row_Irr_2012_FtCollins	8187.38
'06WA-419.6'	CAP2Row_Dry_2012_FtCollins	4498.49
'06WA-419.6'	CAPWUE_2013_NormN-Irr_Aberdeen	7982.2412535
'06WA-419.6'	CAPWUE_2013_LowN-Irr_Aberdeen	8208.001999
'06WA-419.6'	CAPWUE_2013_NormN-Dry_Aberdeen	4837.93
'06WA-423.25'	CAP1_2008_Genesee	4994
'06WA-423.25'	CAP1_2008_Pullman	5112
'06WA-423.25'	CAP3_2008_BozemanDry	7055.05
'06WA-423.25'	CAP3_2008_BozemanIrr	5728.794256556
'06WA-423.30'	CAP1_2008_Genesee	5497
'06WA-423.30'	CAP1_2008_Pullman	5143
'06WA-423.30'	CAP3_2008_BozemanDry	8765.54
'06WA-423.30'	CAP3_2008_BozemanIrr	6574.675254012
'06WA-426.18'	CAP1_2008_Genesee	4599
'06WA-426.18'	CAP1_2008_Pullman	5334
'06WA-426.18'	CAP3_2008_BozemanDry	7878.69
'06WA-426.18'	CAP3_2008_BozemanIrr	6617.488353588
'06WA-427.31'	CAP1_2008_Genesee	5397
'06WA-427.31'	CAP1_2008_Pullman	5586
'06WA-427.31'	CAP3_2008_BozemanDry	6464.26
'06WA-427.31'	CAP3_2008_BozemanIrr	5297.0406747566
'06WA-427.50'	CAP1_2008_Genesee	5196
'06WA-427.50'	CAP1_2008_Pullman	5488
'06WA-427.50'	CAP3_2008_BozemanDry	6843.58
'06WA-427.50'	CAP3_2008_BozemanIrr	5359.6162835994
'06WA-427.6'	CAP1_2008_Genesee	5133
'06WA-427.6'	CAP1_2008_Pullman	5521
'06WA-427.6'	CAP3_2008_BozemanDry	7887.36
'06WA-427.6'	CAP3_2008_BozemanIrr	6370.813663192
'06WA-428.19'	CAP1_2008_Genesee	5127
'06WA-428.19'	CAP1_2008_Pullman	5402
'06WA-428.19'	CAP3_2008_BozemanDry	8220.42
'06WA-428.19'	CAP3_2008_BozemanIrr	6348.067484796
'06WA-429.16'	CAP1_2008_Genesee	4024
'06WA-429.16'	CAP1_2008_Pullman	5318
'06WA-429.16'	CAP3_2008_BozemanDry	7714.07
'06WA-429.16'	CAP3_2008_BozemanIrr	5925.212262296
'06WA-431.16'	CAP1_2008_Genesee	6466
'06WA-431.16'	CAP1_2008_Pullman	5296
'06WA-431.16'	CAP3_2008_BozemanDry	8301.95
'06WA-431.16'	CAP3_2008_BozemanIrr	6673.07967785
'06WA-431.25'	CAP1_2008_Genesee	5282
'06WA-431.25'	CAP1_2008_Pullman	5086
'06WA-431.25'	CAP3_2008_BozemanDry	8047.77
'06WA-431.25'	CAP3_2008_BozemanIrr	6315.687674498
'06WA-432.23'	CAP1_2008_Genesee	3864
'06WA-432.23'	CAP1_2008_Pullman	4915
'06WA-432.23'	CAP3_2008_BozemanDry	7838.19
'06WA-432.23'	CAP3_2008_BozemanIrr	6784.56560074
'06WA-448.5'	CAP1_2008_Genesee	5016
'06WA-448.5'	CAP1_2008_Pullman	5342
'06WA-448.5'	CAP3_2008_BozemanDry	7165.33
'06WA-448.5'	CAP3_2008_BozemanIrr	7016.656413634
'06WA-455.5'	CAP1_2008_Genesee	4777
'06WA-455.5'	CAP1_2008_Pullman	5348
'06WA-455.5'	CAP3_2008_BozemanDry	7549.77
'06WA-455.5'	CAP3_2008_BozemanIrr	6199.724173978
'06WA-456.9'	CAP1_2008_Genesee	4877
'06WA-456.9'	CAP1_2008_Pullman	5474
'06WA-456.9'	CAP3_2008_BozemanDry	7404.97
'06WA-456.9'	CAP3_2008_BozemanIrr	5385.65701351
'06WA-456.9'	CAPWUE_2011_Huntley	3142.71
'06WA-456.9'	CAPWUE_2011_HighN_Bozeman	7225.71
'06WA-456.9'	CAPWUE_2011_LowN_Bozeman	6808.37
'06WA-456.9'	CAPWUE_2012_HighN_Bozeman	5777
'06WA-456.9'	CAPWUE_2012_Huntley	4767
'06WA-456.9'	CAPWUE_2012_LowN_Bozeman	1642
'06WA-456.9'	SP2-NormN_2011_Crookston	6982.98
'06WA-456.9'	CAPWUE_2012_NormN-Irr_Aberdeen	7238.00000000001
'06WA-456.9'	CAPWUE_2012_LowN-Irr_Aberdeen	7957
'06WA-456.9'	CAPWUE_2012_NormN-Dry_Aberdeen	3448
'06WA-456.9'	CAPWUE_2013_LowN_Bozeman	6429.522
'06WA-456.9'	CAPWUE_2013_HighN_Bozeman	6925.8776
'06WA-456.9'	CAP2Row_Irr_2012_FtCollins	6451.77
'06WA-456.9'	CAP2Row_Dry_2012_FtCollins	4498.49
'06WA-456.9'	CAPWUE_2013_NormN-Irr_Aberdeen	7197.49107
'06WA-456.9'	CAPWUE_2013_LowN-Irr_Aberdeen	7267.84159
'06WA-456.9'	CAPWUE_2013_NormN-Dry_Aberdeen	3440.31
'06WA-466.16'	CAP1_2008_Genesee	4960
'06WA-466.16'	CAP1_2008_Pullman	4876
'06WA-466.16'	CAP3_2008_BozemanDry	7773.03
'06WA-466.16'	CAP3_2008_BozemanIrr	5702.86507917
'06WA-466.6'	CAP1_2008_Genesee	5632
'06WA-466.6'	CAP1_2008_Pullman	5420
'06WA-466.6'	CAP3_2008_BozemanDry	7472.93
'06WA-466.6'	CAP3_2008_BozemanIrr	5544.878655814
'06WA-466.6'	CAPWUE_2011_Huntley	3387.32
'06WA-466.6'	CAPWUE_2011_HighN_Bozeman	6910.70
'06WA-466.6'	CAPWUE_2011_LowN_Bozeman	6636.83
'06WA-466.6'	CAPWUE_2012_HighN_Bozeman	6428
'06WA-466.6'	CAPWUE_2012_Huntley	4411
'06WA-466.6'	CAPWUE_2012_LowN_Bozeman	1863
'06WA-466.6'	SP2-NormN_2011_Crookston	6720.87
'06WA-466.6'	CAPWUE_2012_NormN-Irr_Aberdeen	7134.00000000001
'06WA-466.6'	CAPWUE_2012_LowN-Irr_Aberdeen	6984
'06WA-466.6'	CAPWUE_2012_NormN-Dry_Aberdeen	5097
'06WA-466.6'	CAPWUE_2013_LowN_Bozeman	7112.2395
'06WA-466.6'	CAPWUE_2013_HighN_Bozeman	4822.1896
'06WA-466.6'	CAP2Row_Irr_2012_FtCollins	7198.28
'06WA-466.6'	CAP2Row_Dry_2012_FtCollins	3787.75
'06WA-466.6'	CAPWUE_2013_NormN-Irr_Aberdeen	7914.22653200001
'06WA-466.6'	CAPWUE_2013_LowN-Irr_Aberdeen	7426.49567599999
'06WA-466.6'	CAPWUE_2013_NormN-Dry_Aberdeen	3948.53
'06WA-469.14'	CAP1_2008_Genesee	5714
'06WA-469.14'	CAP1_2008_Pullman	4728
'06WA-469.14'	CAP3_2008_BozemanDry	6622.04
'06WA-469.14'	CAP3_2008_BozemanIrr	6515.110609298
'06WA-469.14'	CAPWUE_2011_Huntley	3295.03
